DENOM_CIA,SETOR_ATIV,ANO_ARQUIVO,VL_CONTA,VL_CONTA_REAIS,VL_CONTA_BI
FLEX GESTÃO DE RELACIONAMENTOS S.A.-EM RECUPERAÇÃO JUDICIAL,Comunicação e Informática,2022,-395332.0,-395332000.0,-0.395332
VIVARA PARTICIPAÇÕES S.A.,Comércio (Atacado e Varejo),2022,659344688.0,659344688000.0,659.344688
VIBRA ENERGIA S/A,Comércio (Atacado e Varejo),2022,8068000.0,8068000000.0,8.068
RAÍZEN S.A.,Comércio (Atacado e Varejo),2022,4288907.0,4288907000.0,4.288907
LOJAS RENNER S.A.,Comércio (Atacado e Varejo),2022,3849632.0,3849632000.0,3.849632
RAIA DROGASIL S.A.,Comércio (Atacado e Varejo),2022,3558202.0,3558202000.0,3.558202
CIA BRASILEIRA DE DISTRIBUICAO,Comércio (Atacado e Varejo),2022,1912000.0,1912000000.0,1.912
TECIDOS E ARMARINHOS MIGUEL BARTOLOMEU S.A.,Comércio (Atacado e Varejo),2022,1089278.0,1089278000.0,1.089278
EMPREENDIMENTOS PAGUE MENOS S.A.,Comércio (Atacado e Varejo),2022,855012.0,855012000.0,0.855012
INTELBRAS S.A. IND. DE TELECOMUNICAÇÃO ELETRÔNICA BRASILEIRA,Comércio (Atacado e Varejo),2022,842757.0,842757000.0,0.842757
ALLIED TECNOLOGIA S.A.,Comércio (Atacado e Varejo),2022,728754.0,728754000.0,0.728754
GRUPO SBF S.A.,Comércio (Atacado e Varejo),2022,702433.0,702433000.0,0.702433
CM HOSPITALAR S.A,Comércio (Atacado e Varejo),2022,654888.0,654888000.0,0.654888
LUPO S.A.,Comércio (Atacado e Varejo),2022,507556.0,507556000.0,0.507556
DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS,Comércio (Atacado e Varejo),2022,331542.0,331542000.0,0.331542
IGUATEMI EMPRESA DE SHOPPING CENTERS S.A,Comércio (Atacado e Varejo),2022,324867.0,324867000.0,0.324867
GRAZZIOTIN S.A.,Comércio (Atacado e Varejo),2022,293847.0,293847000.0,0.293847
PET CENTER COMÉRCIO E PARTICIPAÇÕES S.A.,Comércio (Atacado e Varejo),2022,251252.0,251252000.0,0.251252
OUROFINO S.A.,Comércio (Atacado e Varejo),2022,244615.0,244615000.0,0.244615
PROFARMA DISTRIB PROD FARMACEUTICOS S.A.,Comércio (Atacado e Varejo),2022,164153.0,164153000.0,0.164153
SARAIVA LIVREIROS S.A. - EM RECUPERAÇÃO JUDICIAL,Comércio (Atacado e Varejo),2022,161972.0,161972000.0,0.161972
AGROGALAXY PARTICIPAÇÕES S.A. - EM RECUPERAÇÃO JUDICIAL,Comércio (Atacado e Varejo),2022,148344.0,148344000.0,0.148344
HUMBERG AGRIBRASIL COMÉRCIO E EXPORTAÇÃO DE GRÃOS S.A.,Comércio (Atacado e Varejo),2022,127601.0,127601000.0,0.127601
SBF COMÉRCIO DE PRODUTOS ESPORTIVOS S.A.,Comércio (Atacado e Varejo),2022,120480.0,120480000.0,0.12048
LOJAS QUERO QUERO S.A.,Comércio (Atacado e Varejo),2022,99048.0,99048000.0,0.099048
LIVETECH DA BAHIA INDÚSTRIA E COMÉRCIO S.A.,Comércio (Atacado e Varejo),2022,95623.0,95623000.0,0.095623
MAGAZINE LUIZA S.A.,Comércio (Atacado e Varejo),2022,91686.0,91686000.0,0.091686
TECHNOS S.A.,Comércio (Atacado e Varejo),2022,68006.0,68006000.0,0.068006
GRUPO FARTURA DE HORTIFRUT S.A.,Comércio (Atacado e Varejo),2022,55075.0,55075000.0,0.055075
FARMÁCIA E DROGARIA NISSEI S.A.,Comércio (Atacado e Varejo),2022,32324.0,32324000.0,0.032324
D1000 VAREJO FARMA PARTICIPAÇÕES S.A.,Comércio (Atacado e Varejo),2022,13334.0,13334000.0,0.013334
W2W E-COMMERCE DE VINHOS S.A.,Comércio (Atacado e Varejo),2022,-23837.0,-23837000.0,-0.023837
JHSF MALLS S.A.,Comércio (Atacado e Varejo),2022,-72260.0,-72260000.0,-0.07226
GRUPO TOKY S.A. - EM RECUPERAÇÃO JUDICIAL,Comércio (Atacado e Varejo),2022,-174647.0,-174647000.0,-0.174647
ENJOEI S.A.,Comércio (Atacado e Varejo),2022,-185300.0,-185300000.0,-0.1853
CVLB BRASIL S.A EM RECUPERAÇÃO JUDICAL,Comércio (Atacado e Varejo),2022,-212900.0,-212900000.0,-0.2129
INFRACOMMERCE CXAAS S.A.,Comércio (Atacado e Varejo),2022,-304007.0,-304007000.0,-0.304007
CENCOSUD BRASIL COMERCIAL S.A.,Comércio (Atacado e Varejo),2022,-541750.0,-541750000.0,-0.54175
MARISA LOJAS S.A.,Comércio (Atacado e Varejo),2022,-612419.0,-612419000.0,-0.612419
GENERAL SHOPPING E OUTLETS DO BRASIL BRASIL S.A.,Comércio (Atacado e Varejo),2022,-686484.0,-686484000.0,-0.686484
GRUPO CASAS BAHIA S.A.,Comércio (Atacado e Varejo),2022,-1278000.0,-1278000000.0,-1.278
AMERICANAS S.A. - EM RECUPERAÇÃO JUDICIAL,Comércio (Atacado e Varejo),2022,-38297800.0,-38297800000.0,-38.2978
DEXCO S.A.,"Construção Civil, Mat. Constr. e Decoração",2022,4981208.0,4981208000.0,4.981208
VOTORANTIM CIMENTOS S.A.,"Construção Civil, Mat. Constr. e Decoração",2022,2772166.0,2772166000.0,2.772166
CYRELA BRAZIL REALTY S.A.EMPREEND E PART,"Construção Civil, Mat. Constr. e Decoração",2022,1875905.0,1875905000.0,1.875905
INTERCEMENT BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL,"Construção Civil, Mat. Constr. e Decoração",2022,1378984.0,1378984000.0,1.378984
TIGRE S.A. PARTICIPAÇÕES,"Construção Civil, Mat. Constr. e Decoração",2022,1181589.0,1181589000.0,1.181589
LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES,"Construção Civil, Mat. Constr. e Decoração",2022,783936.0,783936000.0,0.783936
MRV ENGENHARIA E PARTICIPACOES S.A.,"Construção Civil, Mat. Constr. e Decoração",2022,753342.0,753342000.0,0.753342
EUCATEX S.A. INDUSTRIA E COMERCIO,"Construção Civil, Mat. Constr. e Decoração",2022,685474.0,685474000.0,0.685474
CURY CONSTRUTORA E INCORPORADORA S.A.,"Construção Civil, Mat. Constr. e Decoração",2022,663749.0,663749000.0,0.663749
EVEN CONSTRUTORA E INCORPORADORA S.A.,"Construção Civil, Mat. Constr. e Decoração",2022,481253.0,481253000.0,0.481253
DIRECIONAL ENGENHARIA S.A.,"Construção Civil, Mat. Constr. e Decoração",2022,449251.0,449251000.0,0.449251
ETERNIT S.A.,"Construção Civil, Mat. Constr. e Decoração",2022,407159.0,407159000.0,0.407159
MOURA DUBEUX ENGENHARIA S/A,"Construção Civil, Mat. Constr. e Decoração",2022,380000.0,380000000.0,0.38
PBG S/A,"Construção Civil, Mat. Constr. e Decoração",2022,369327.0,369327000.0,0.369327
LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.,"Construção Civil, Mat. Constr. e Decoração",2022,335209.0,335209000.0,0.335209
HBR REALTY EMPREENDIMENTOS IMOBILIÁRIOS S.A.,"Construção Civil, Mat. Constr. e Decoração",2022,300963.0,300963000.0,0.300963
PLANO & PLANO DESENVOLVIMENTO IMOBILIÁRIO S.A.,"Construção Civil, Mat. Constr. e Decoração",2022,267650.0,267650000.0,0.26765
HELBOR EMPREENDIMENTOS S.A.,"Construção Civil, Mat. Constr. e Decoração",2022,252640.0,252640000.0,0.25264
PATRIMAR ENGENHARIA S.A.,"Construção Civil, Mat. Constr. e Decoração",2022,227310.0,227310000.0,0.22731
YOU INC INCORPORADORA E PARTICIPAÇÕES S.A,"Construção Civil, Mat. Constr. e Decoração",2022,201779.0,201779000.0,0.201779
CONSTRUTORA METROCASA S.A.,"Construção Civil, Mat. Constr. e Decoração",2022,171251.0,171251000.0,0.171251
CONSTRUTORA SULTEPA S.A. - EM RECUPERAÇÃO JUDICIAL,"Construção Civil, Mat. Constr. e Decoração",2022,162168.0,162168000.0,0.162168
PRINER SERVIÇOS INDUSTRIAIS S.A.,"Construção Civil, Mat. Constr. e Decoração",2022,158866.0,158866000.0,0.158866
KALLAS INCORPORAÇÕES E CONSTRUÇÕES S.A.,"Construção Civil, Mat. Constr. e Decoração",2022,124196.0,124196000.0,0.124196
AZEVEDO E TRAVASSOS S.A.,"Construção Civil, Mat. Constr. e Decoração",2022,110164.0,110164000.0,0.110164
RIVA INCORPORADORA S.A,"Construção Civil, Mat. Constr. e Decoração",2022,105882.0,105882000.0,0.105882
INC EMPREENDIMENTOS IMOBILIÁRIOS S.A.,"Construção Civil, Mat. Constr. e Decoração",2022,93322.0,93322000.0,0.093322
MITRE REALTY EMPREENDIMENTOS E PARTICIPAÇÕES S.A.,"Construção Civil, Mat. Constr. e Decoração",2022,64604.0,64604000.0,0.064604
FULWOOD S.A.,"Construção Civil, Mat. Constr. e Decoração",2022,63861.0,63861000.0,0.063861
EMCCAMP RESIDENCIAL S.A.,"Construção Civil, Mat. Constr. e Decoração",2022,59174.0,59174000.0,0.059174
UNICASA INDÚSTRIA DE MÓVEIS S.A.,"Construção Civil, Mat. Constr. e Decoração",2022,58885.0,58885000.0,0.058885
BRZ EMPREENDIMENTOS E CONSTRUÇÕES S.A.,"Construção Civil, Mat. Constr. e Decoração",2022,51042.0,51042000.0,0.051042
PACAEMBU CONSTRUTORA S.A.,"Construção Civil, Mat. Constr. e Decoração",2022,48047.0,48047000.0,0.048047
RNI NEGÓCIOS IMOBILIÁRIOS S.A.,"Construção Civil, Mat. Constr. e Decoração",2022,46575.0,46575000.0,0.046575
SONDOTECNICA ENGENHARIA SOLOS S.A.,"Construção Civil, Mat. Constr. e Decoração",2022,28139.0,28139000.0,0.028139
URBA DESENVOLVIMENTO URBANO S.A.,"Construção Civil, Mat. Constr. e Decoração",2022,19279.0,19279000.0,0.019279
CONSTRUTORA ADOLPHO LINDENBERG S.A.,"Construção Civil, Mat. Constr. e Decoração",2022,14467.0,14467000.0,0.014467
EZ INC INCORPORAÇÕES S.A.,"Construção Civil, Mat. Constr. e Decoração",2022,13260.0,13260000.0,0.01326
CORREA RIBEIRO S.A. COMERCIO E INDUSTRIA,"Construção Civil, Mat. Constr. e Decoração",2022,7293.0,7293000.0,0.007293
GAFISA S.A.,"Construção Civil, Mat. Constr. e Decoração",2022,-2142.0,-2142000.0,-0.002142
FICA EMPREENDIMENTOS IMOBILIÁRIOS S.A.,"Construção Civil, Mat. Constr. e Decoração",2022,-14535.0,-14535000.0,-0.014535
YUNY INCORPORADORA HOLDING S.A.,"Construção Civil, Mat. Constr. e Decoração",2022,-38484.0,-38484000.0,-0.038484
VIVER INCORPORADORA E CONSTRUTORA S.A.,"Construção Civil, Mat. Constr. e Decoração",2022,-70450.0,-70450000.0,-0.07045
JOAO FORTES ENGENHARIA S.A. - EM RECUPERAÇÃO JUDICIAL,"Construção Civil, Mat. Constr. e Decoração",2022,-319375.0,-319375000.0,-0.319375
TECNISA S.A.,"Construção Civil, Mat. Constr. e Decoração",2022,-366682.0,-366682000.0,-0.366682
ROSSI RESIDENCIAL S.A. - EM RECUPERAÇÃO JUDICIAL,"Construção Civil, Mat. Constr. e Decoração",2022,-630915.0,-630915000.0,-0.630915
CONSTRUTORA TENDA S.A.,"Construção Civil, Mat. Constr. e Decoração",2022,-752302.0,-752302000.0,-0.752302
ALPHAVILLE S.A.,"Construção Civil, Mat. Constr. e Decoração",2022,-792413.0,-792413000.0,-0.792413
INSPIRALI EDUCAÇÃO S.A.,Educação,2022,1429317.0,1429317000.0,1.429317
SABER SERVIÇOS EDUCACIONAIS S.A.,Educação,2022,227228.0,227228000.0,0.227228
VITRU EDUCAÇÃO S.A.,Educação,2022,150348.0,150348000.0,0.150348
CRUZEIRO DO SUL EDUCACIONAL S.A.,Educação,2022,89561.0,89561000.0,0.089561
ANIMA HOLDING S.A.,Educação,2022,-69874.0,-69874000.0,-0.069874
SER EDUCACIONAL S.A.,Educação,2022,-169665.0,-169665000.0,-0.169665
IRANI PAPEL E EMBALAGEM S.A.,Embalagens,2022,663523.0,663523000.0,0.663523
CIA MINEIRA DE AÇUCAR E ALCOOL PARTICIPAÇÕES,"Emp. Adm. Part. - Agricultura (Açúcar, Álcool e Cana)",2022,249064.0,249064000.0,0.249064
ALIPERTI S.A.,"Emp. Adm. Part. - Agricultura (Açúcar, Álcool e Cana)",2022,-38040.0,-38040000.0,-0.03804
GRANBIO INVESTIMENTOS S.A.,"Emp. Adm. Part. - Agricultura (Açúcar, Álcool e Cana)",2022,-144772.0,-144772000.0,-0.144772
JOSAPAR-JOAQUIM OLIVEIRA S.A. - PARTICIP,Emp. Adm. Part. - Alimentos,2022,74447.0,74447000.0,0.074447
MINUPAR PARTICIPACOES S.A.,Emp. Adm. Part. - Alimentos,2022,40365.0,40365000.0,0.040365
FICTOR ALIMENTOS S.A. - EM RECUPERAÇÃO JUDICIAL,Emp. Adm. Part. - Alimentos,2022,16094.0,16094000.0,0.016094
BRF S.A.,Emp. Adm. Part. - Alimentos,2022,-2704242.0,-2704242000.0,-2.704242
BRBI BR PARTNERS S.A,Emp. Adm. Part. - Bancos,2022,285685.0,285685000.0,0.285685
QUALITY SOFTWARE S.A.,Emp. Adm. Part. - Comunicação e Informática,2022,23355367.0,23355367000.0,23.355367
ELETROMIDIA S.A.,Emp. Adm. Part. - Comunicação e Informática,2022,39931.0,39931000.0,0.039931
VOKE S.A.,Emp. Adm. Part. - Comunicação e Informática,2022,-13246.0,-13246000.0,-0.013246
CONTAX PARTICIPAÇÕES S.A. - EM RECUPERAÇÃO JUDICIAL,Emp. Adm. Part. - Comunicação e Informática,2022,-591520.0,-591520000.0,-0.59152
ATACADÃO S.A.,Emp. Adm. Part. - Comércio (Atacado e Varejo),2022,10728000.0,10728000000.0,10.728
GRUPO MATEUS S.A.,Emp. Adm. Part. - Comércio (Atacado e Varejo),2022,3667172.0,3667172000.0,3.667172
BR MALLS PARTICIPACOES S.A.,Emp. Adm. Part. - Comércio (Atacado e Varejo),2022,1681068.0,1681068000.0,1.681068
ALLOS S.A.,Emp. Adm. Part. - Comércio (Atacado e Varejo),2022,1081098.0,1081098000.0,1.081098
IGUATEMI S.A.,Emp. Adm. Part. - Comércio (Atacado e Varejo),2022,359026.0,359026000.0,0.359026
CANTU STORE S.A.,Emp. Adm. Part. - Comércio (Atacado e Varejo),2022,263267.0,263267000.0,0.263267
ALMEIDA JUNIOR SHOPPING CENTERS S.A.,Emp. Adm. Part. - Comércio (Atacado e Varejo),2022,197658.0,197658000.0,0.197658
AUTOMOB S.A.,Emp. Adm. Part. - Comércio (Atacado e Varejo),2022,132755.0,132755000.0,0.132755
VESTE S.A. ESTILO,Emp. Adm. Part. - Comércio (Atacado e Varejo),2022,-749038.0,-749038000.0,-0.749038
SYN PROP & TECH S.A.,"Emp. Adm. Part. - Const. Civil, Mat. Const. e Decoração",2022,2742508.0,2742508000.0,2.742508
MULTIPLAN - EMPREEND IMOBILIARIOS S.A.,"Emp. Adm. Part. - Const. Civil, Mat. Const. e Decoração",2022,2444172.0,2444172000.0,2.444172
JHSF PARTICIPACOES S.A.,"Emp. Adm. Part. - Const. Civil, Mat. Const. e Decoração",2022,1613313.0,1613313000.0,1.613313
EZ TEC EMPREEND. E PARTICIPACOES S.A.,"Emp. Adm. Part. - Const. Civil, Mat. Const. e Decoração",2022,794244.0,794244000.0,0.794244
GUARARAPES PAINÉIS S.A.,"Emp. Adm. Part. - Const. Civil, Mat. Const. e Decoração",2022,591771.0,591771000.0,0.591771
TRISUL S.A.,"Emp. Adm. Part. - Const. Civil, Mat. Const. e Decoração",2022,403428.0,403428000.0,0.403428
TEGRA INCORPORADORA S.A.,"Emp. Adm. Part. - Const. Civil, Mat. Const. e Decoração",2022,353225.0,353225000.0,0.353225
MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.,"Emp. Adm. Part. - Const. Civil, Mat. Const. e Decoração",2022,211952.0,211952000.0,0.211952
LPS BRASIL - CONSULTORIA DE IMOVEIS S.A.,"Emp. Adm. Part. - Const. Civil, Mat. Const. e Decoração",2022,84165.0,84165000.0,0.084165
SUGOI S.A.,"Emp. Adm. Part. - Const. Civil, Mat. Const. e Decoração",2022,9488.0,9488000.0,0.009488
PDG REALTY S.A. EMPREEND E PARTICIPACOES,"Emp. Adm. Part. - Const. Civil, Mat. Const. e Decoração",2022,-204265.0,-204265000.0,-0.204265
NEXPE PARTICIPAÇÕES S.A,"Emp. Adm. Part. - Const. Civil, Mat. Const. e Decoração",2022,-223876.0,-223876000.0,-0.223876
CIA HABITASUL DE PARTICIPACOES,Emp. Adm. Part. - Crédito Imobiliário,2022,250588.0,250588000.0,0.250588
BRAZILIAN FINANCE E REAL ESTATE S.A.,Emp. Adm. Part. - Crédito Imobiliário,2022,28035.0,28035000.0,0.028035
CEL PARTICIPAÇÕES S.A. - CELPAR,Emp. Adm. Part. - Educação,2022,1069714.0,1069714000.0,1.069714
YDUQS PARTICIPACOES S.A.,Emp. Adm. Part. - Educação,2022,205454.0,205454000.0,0.205454
BIOMA EDUCAÇÃO S.A.,Emp. Adm. Part. - Educação,2022,-152250.0,-152250000.0,-0.15225
COGNA EDUCAÇÃO S.A.,Emp. Adm. Part. - Educação,2022,-1053983.0,-1053983000.0,-1.053983
CPFL ENERGIA S.A.,Emp. Adm. Part. - Energia Elétrica,2022,20145128.0,20145128000.0,20.145128
AXIA ENERGIA S.A.,Emp. Adm. Part. - Energia Elétrica,2022,9352015.0,9352015000.0,9.352015
NEOENERGIA S.A.,Emp. Adm. Part. - Energia Elétrica,2022,8853000.0,8853000000.0,8.853
TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.,Emp. Adm. Part. - Energia Elétrica,2022,7325858.0,7325858000.0,7.325858
CPFL ENERGIAS RENOVÁVEIS S.A.,Emp. Adm. Part. - Energia Elétrica,2022,5603448.0,5603448000.0,5.603448
ENERGISA S.A.,Emp. Adm. Part. - Energia Elétrica,2022,5242827.0,5242827000.0,5.242827
ALUPAR INVESTIMENTO S/A,Emp. Adm. Part. - Energia Elétrica,2022,3786689.0,3786689000.0,3.786689
ELETRORIVER S.A.,Emp. Adm. Part. - Energia Elétrica,2022,1258719.0,1258719000.0,1.258719
ARGO ENERGIA EMPREENDIMENTOS E PARTICIPAÇÕES S/A,Emp. Adm. Part. - Energia Elétrica,2022,927607.0,927607000.0,0.927607
AUREN OPERAÇÕES S.A.,Emp. Adm. Part. - Energia Elétrica,2022,814174.0,814174000.0,0.814174
SERENA ENERGIA S.A.,Emp. Adm. Part. - Energia Elétrica,2022,590200.0,590200000.0,0.5902
ENERGISA TRANSMISSÃO DE ENERGIA S/A,Emp. Adm. Part. - Energia Elétrica,2022,576435.0,576435000.0,0.576435
SERENA GERAÇÃO S.A.,Emp. Adm. Part. - Energia Elétrica,2022,353779.0,353779000.0,0.353779
CELEO REDES TRANSMISSÃO DE ENERGIA S.A.,Emp. Adm. Part. - Energia Elétrica,2022,99504.0,99504000.0,0.099504
SAFIRA HOLDING S.A.,Emp. Adm. Part. - Energia Elétrica,2022,38475.0,38475000.0,0.038475
CIA CELG DE PARTICIPACOES - CELGPAR,Emp. Adm. Part. - Energia Elétrica,2022,0.0,0.0,0.0
FOZ DO RIO CLARO ENERGIA S.A.,Emp. Adm. Part. - Energia Elétrica,2022,-1513.0,-1513000.0,-0.001513
ASA BRANCA HOLDING S.A.,Emp. Adm. Part. - Energia Elétrica,2022,-5184.0,-5184000.0,-0.005184
RIO ALTO STL HOLDING I S.A.,Emp. Adm. Part. - Energia Elétrica,2022,-12984.0,-12984000.0,-0.012984
BRASILIANA PARTICIPAÇÕES S/A,Emp. Adm. Part. - Energia Elétrica,2022,-41011.0,-41011000.0,-0.041011
RIO ENERGY PARTICIPAÇÕES S.A.,Emp. Adm. Part. - Energia Elétrica,2022,-183894.0,-183894000.0,-0.183894
LIGHT S.A. - EM RECUPERAÇÃO JUDICIAL,Emp. Adm. Part. - Energia Elétrica,2022,-5274258.0,-5274258000.0,-5.274258
BRADESPAR S.A.,Emp. Adm. Part. - Extração Mineral,2022,11806936.0,11806936000.0,11.806936
AURA ALMAS MINERAÇÃO S.A.,Emp. Adm. Part. - Extração Mineral,2022,27659.0,27659000.0,0.027659
CCX CARVÃO DA COLÔMBIA S.A. - EM LIQUIDAÇÃO,Emp. Adm. Part. - Extração Mineral,2022,-9185.0,-9185000.0,-0.009185
ITAÚSA S.A.,Emp. Adm. Part. - Intermediação Financeira,2022,54890000.0,54890000000.0,54.89
CONSORCIO ALFA DE ADMINISTRACAO S.A.,Emp. Adm. Part. - Intermediação Financeira,2022,150534.0,150534000.0,0.150534
CREDGRID SERVIÇOS FINANCEIROS S.A.,Emp. Adm. Part. - Intermediação Financeira,2022,149053.0,149053000.0,0.149053
ARANDU INVESTIMENTOS S.A.,Emp. Adm. Part. - Intermediação Financeira,2022,-56847.0,-56847000.0,-0.056847
METALURGICA GERDAU S.A.,Emp. Adm. Part. - Metalurgia e Siderurgia,2022,54032764.0,54032764000.0,54.032764
KEPLER WEBER S.A.,Emp. Adm. Part. - Metalurgia e Siderurgia,2022,537103.0,537103000.0,0.537103
MANGELS INDUSTRIAL S.A.,Emp. Adm. Part. - Metalurgia e Siderurgia,2022,408054.0,408054000.0,0.408054
TEKNO S.A. - INDUSTRIA E COMERCIO,Emp. Adm. Part. - Metalurgia e Siderurgia,2022,104318.0,104318000.0,0.104318
WEG S.A.,"Emp. Adm. Part. - Máqs., Equip., Veíc. e Peças",2022,7930352.0,7930352000.0,7.930352
WLM PART. E COMÉRCIO DE MÁQUINAS E VEÍCULOS S.A.,"Emp. Adm. Part. - Máqs., Equip., Veíc. e Peças",2022,222999.0,222999000.0,0.222999
PRÁTICA PRODUTOS S.A.,"Emp. Adm. Part. - Máqs., Equip., Veíc. e Peças",2022,37889.0,37889000.0,0.037889
PLASCAR PARTICIPACOES INDUSTRIAIS S.A.,"Emp. Adm. Part. - Máqs., Equip., Veíc. e Peças",2022,-219351.0,-219351000.0,-0.219351
SUZANO HOLDING S.A.,Emp. Adm. Part. - Papel e Celulose,2022,32026989.0,32026989000.0,32.026989
ULTRAPAR PARTICIPACOES S.A.,Emp. Adm. Part. - Petróleo e Gás,2022,2723947.0,2723947000.0,2.723947
ENAUTA PARTICIPAÇÕES S.A.,Emp. Adm. Part. - Petróleo e Gás,2022,1827940.0,1827940000.0,1.82794
PETRORECÔNCAVO S.A.,Emp. Adm. Part. - Petróleo e Gás,2022,1330290.0,1330290000.0,1.33029
CBO HOLDING S.A.,Emp. Adm. Part. - Petróleo e Gás,2022,243611.0,243611000.0,0.243611
OCEÂNICA ENGENHARIA E CONSULTORIA S.A.,Emp. Adm. Part. - Petróleo e Gás,2022,68889.0,68889000.0,0.068889
COMPASS GÁS E ENERGIA S.A.,"Emp. Adm. Part. - Saneamento, Serv. Água e Gás",2022,7439868.0,7439868000.0,7.439868
BRK AMBIENTAL PARTICIPAÇÕES S.A.,"Emp. Adm. Part. - Saneamento, Serv. Água e Gás",2022,80516.0,80516000.0,0.080516
BB SEGURIDADE PARTICIPAÇÕES S.A.,Emp. Adm. Part. - Seguradoras e Corretoras,2022,9977788.0,9977788000.0,9.977788
CAIXA SEGURIDADE PARTICIPAÇÕES S.A.,Emp. Adm. Part. - Seguradoras e Corretoras,2022,4848992.0,4848992000.0,4.848992
ALPER CONSULTORIA E CORRETORA DE SEGUROS S.A.,Emp. Adm. Part. - Seguradoras e Corretoras,2022,30829.0,30829000.0,0.030829
MONTEIRO ARANHA S.A.,Emp. Adm. Part. - Sem Setor Principal,2022,1644300.0,1644300000.0,1.6443
GPS PARTICIPAÇÕES E EMPREENDIMENTOS S.A.,Emp. Adm. Part. - Sem Setor Principal,2022,916780.0,916780000.0,0.91678
XP INVESTIMENTOS S.A.,Emp. Adm. Part. - Sem Setor Principal,2022,429322.0,429322000.0,0.429322
HMOBI PARTICIPAÇÕES S.A.,Emp. Adm. Part. - Sem Setor Principal,2022,412273.0,412273000.0,0.412273
DEXXOS PARTICIPAÇÕES S.A.,Emp. Adm. Part. - Sem Setor Principal,2022,409600.0,409600000.0,0.4096
CIA PARTICIPACOES ALIANCA DA BAHIA,Emp. Adm. Part. - Sem Setor Principal,2022,351960.0,351960000.0,0.35196
EMBPAR PARTICIPAÇÕES S/A,Emp. Adm. Part. - Sem Setor Principal,2022,137344.0,137344000.0,0.137344
TREVISA INVESTIMENTOS S.A.,Emp. Adm. Part. - Sem Setor Principal,2022,38801.0,38801000.0,0.038801
REAG CAPITAL HOLDING S.A.,Emp. Adm. Part. - Sem Setor Principal,2022,12033.0,12033000.0,0.012033
MLOG S.A.,Emp. Adm. Part. - Sem Setor Principal,2022,-76744.0,-76744000.0,-0.076744
SAO CARLOS EMPREEND E PARTICIPACOES S.A.,Emp. Adm. Part. - Sem Setor Principal,2022,-105092.0,-105092000.0,-0.105092
OSX BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL,Emp. Adm. Part. - Sem Setor Principal,2022,-165561.0,-165561000.0,-0.165561
YBYRÁ CAPITAL S.A.,Emp. Adm. Part. - Sem Setor Principal,2022,-524800.0,-524800000.0,-0.5248
BR PROPERTIES S.A.,Emp. Adm. Part. - Sem Setor Principal,2022,-2982448.0,-2982448000.0,-2.982448
MOTIVA INFRAESTRUTURA DE MOBILIDADE S.A.,Emp. Adm. Part. - Serviços Transporte e Logística,2022,5017776.0,5017776000.0,5.017776
SANTOS BRASIL PARTICIPACOES S.A.,Emp. Adm. Part. - Serviços Transporte e Logística,2022,1371712.0,1371712000.0,1.371712
RUMO S.A.,Emp. Adm. Part. - Serviços Transporte e Logística,2022,1339524.0,1339524000.0,1.339524
ECORODOVIAS CONCESSÕES E SERVIÇOS S.A.,Emp. Adm. Part. - Serviços Transporte e Logística,2022,866139.0,866139000.0,0.866139
WILSON SONS S.A.,Emp. Adm. Part. - Serviços Transporte e Logística,2022,562667.0,562667000.0,0.562667
LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.,Emp. Adm. Part. - Serviços Transporte e Logística,2022,239562.0,239562000.0,0.239562
AUSTRAVIAS S.A.,Emp. Adm. Part. - Serviços Transporte e Logística,2022,34249.0,34249000.0,0.034249
TPI - TRIUNFO PARTICIP. E INVEST. S.A.,Emp. Adm. Part. - Serviços Transporte e Logística,2022,11332.0,11332000.0,0.011332
RODOVIAS DO BRASIL HOLDING S.A.,Emp. Adm. Part. - Serviços Transporte e Logística,2022,-134505.0,-134505000.0,-0.134505
INVESTIMENTOS E PARTICIP. EM INFRA S.A. - INVEPAR,Emp. Adm. Part. - Serviços Transporte e Logística,2022,-2742028.0,-2742028000.0,-2.742028
AZUL S.A.,Emp. Adm. Part. - Serviços Transporte e Logística,2022,-4935575.0,-4935575000.0,-4.935575
GOL LINHAS AEREAS INTELIGENTES S.A.,Emp. Adm. Part. - Serviços Transporte e Logística,2022,-17490554.0,-17490554000.0,-17.490554
ATHENA SAÚDE BRASIL SA,Emp. Adm. Part. - Serviços médicos,2022,-94258.0,-94258000.0,-0.094258
BCBF PARTICIPAÇÕES S.A.,Emp. Adm. Part. - Serviços médicos,2022,-961253.0,-961253000.0,-0.961253
CLARO TELECOM PARTICIPAÇÕES S.A.,Emp. Adm. Part. - Telecomunicações,2022,6038211.0,6038211000.0,6.038211
UNIFIQUE TELECOMUNICAÇÕES S.A.,Emp. Adm. Part. - Telecomunicações,2022,210747.0,210747000.0,0.210747
BRISANET PARTICIPAÇÕES S.A.,Emp. Adm. Part. - Telecomunicações,2022,62947.0,62947000.0,0.062947
