DENOM_CIA,ANO_ARQUIVO,VL_CONTA
CEL PARTICIPAÇÕES S.A. - CELPAR,2022,-14001296.0
CEL PARTICIPAÇÕES S.A. - CELPAR,2023,-13876509.0
CEL PARTICIPAÇÕES S.A. - CELPAR,2024,-13719302.0
CEL PARTICIPAÇÕES S.A. - CELPAR,2025,-13574293.0
CELEO REDES TRANSMISSÃO DE ENERGIA S.A.,2021,283628.0
CELEO REDES TRANSMISSÃO DE ENERGIA S.A.,2022,292744.0
CELEO REDES TRANSMISSÃO DE ENERGIA S.A.,2023,282926.0
CELEO REDES TRANSMISSÃO DE ENERGIA S.A.,2024,238245.0
CELEO REDES TRANSMISSÃO DE ENERGIA S.A.,2025,127027.0
CEMIG GERACAO E TRANSMISSAO S.A.,2021,7755454.0
CEMIG GERACAO E TRANSMISSAO S.A.,2022,8892810.0
CEMIG GERACAO E TRANSMISSAO S.A.,2023,10046646.0
CEMIG GERACAO E TRANSMISSAO S.A.,2024,11665044.0
CEMIG GERACAO E TRANSMISSAO S.A.,2025,10892445.0
CENCOSUD BRASIL COMERCIAL S.A.,2021,2660468.0
CENCOSUD BRASIL COMERCIAL S.A.,2022,2159835.0
CENCOSUD BRASIL COMERCIAL S.A.,2023,1560384.0
CENTRAIS ELET BRAS S.A. - ELETROBRAS,2021,76416764.0
CENTRAIS ELET DE SANTA CATARINA S.A.,2021,2621369.0
CENTRAIS ELET DE SANTA CATARINA S.A.,2022,2883176.0
CENTRAIS ELET DE SANTA CATARINA S.A.,2023,2932567.0
CENTRAIS ELET DE SANTA CATARINA S.A.,2024,3671279.0
CENTRAIS ELET DE SANTA CATARINA S.A.,2025,3968465.0
CERRADINHO BIOENERGIA S.A.,2021,905601.0
CERRADINHO BIOENERGIA S.A.,2022,1128168.0
CERRADINHO BIOENERGIA S.A.,2023,1328785.0
CERRADINHO BIOENERGIA S.A.,2024,1347273.0
CERRADINHO BIOENERGIA S.A.,2025,1433331.0
CESP - CIA ENERGETICA DE SAO PAULO,2021,7583562.0
CESP - CIA ENERGETICA DE SAO PAULO,2022,10141330.0
CESP - CIA ENERGETICA DE SAO PAULO,2023,7961186.0
CESP - CIA ENERGETICA DE SAO PAULO,2024,7939081.0
CESP - CIA ENERGETICA DE SAO PAULO,2025,4779444.0
CHINA THREE GORGES BRASIL ENERGIA S.A.,2021,15951041.0
CHINA THREE GORGES BRASIL ENERGIA S.A.,2022,16462548.0
CHINA THREE GORGES BRASIL ENERGIA S.A.,2023,18281827.0
CHINA THREE GORGES BRASIL ENERGIA S.A.,2024,18801386.0
CHINA THREE GORGES BRASIL ENERGIA S.A.,2025,18981842.0
CIA BRASILEIRA DE DISTRIBUICAO,2021,16380000.0
CIA BRASILEIRA DE DISTRIBUICAO,2022,13733000.0
CIA BRASILEIRA DE DISTRIBUICAO,2023,4722000.0
CIA BRASILEIRA DE DISTRIBUICAO,2024,2935000.0
CIA BRASILEIRA DE DISTRIBUICAO,2025,2124000.0
CIA CELG DE PARTICIPACOES - CELGPAR,2021,1586841.0
CIA CELG DE PARTICIPACOES - CELGPAR,2022,0.0
CIA CELG DE PARTICIPACOES - CELGPAR,2023,0.0
CIA CELG DE PARTICIPACOES - CELGPAR,2024,783559.0
CIA ENERGETICA DE MINAS GERAIS - CEMIG,2021,19461765.0
CIA ENERGETICA DE MINAS GERAIS - CEMIG,2022,21783266.0
CIA ENERGETICA DE MINAS GERAIS - CEMIG,2023,24655193.0
CIA ENERGETICA DE MINAS GERAIS - CEMIG,2024,27383079.0
CIA ENERGETICA DE MINAS GERAIS - CEMIG,2025,28581703.0
CIA FERRO LIGAS DA BAHIA - FERBASA,2021,2370279.0
CIA FERRO LIGAS DA BAHIA - FERBASA,2022,3040887.0
CIA FERRO LIGAS DA BAHIA - FERBASA,2023,3191487.0
CIA FERRO LIGAS DA BAHIA - FERBASA,2024,3340773.0
CIA FERRO LIGAS DA BAHIA - FERBASA,2025,3286040.0
CIA FIACAO TECIDOS CEDRO CACHOEIRA,2021,146837.0
CIA FIACAO TECIDOS CEDRO CACHOEIRA,2022,119818.0
CIA FIACAO TECIDOS CEDRO CACHOEIRA,2023,200007.0
CIA FIACAO TECIDOS CEDRO CACHOEIRA,2024,310597.0
CIA HABITASUL DE PARTICIPACOES,2021,454949.0
CIA HABITASUL DE PARTICIPACOES,2022,482637.0
CIA HABITASUL DE PARTICIPACOES,2023,683809.0
CIA HABITASUL DE PARTICIPACOES,2024,639942.0
CIA HABITASUL DE PARTICIPACOES,2025,640201.0
CIA INDUSTRIAL SCHLOSSER S.A.,2021,-160940.0
CIA INDUSTRIAL SCHLOSSER S.A.,2022,-161186.0
CIA INDUSTRIAL SCHLOSSER S.A.,2023,-161270.0
CIA INDUSTRIAL SCHLOSSER S.A.,2024,-131145.0
CIA INDUSTRIAL SCHLOSSER S.A.,2025,-131423.0
CIA MELHORAMENTOS DE SAO PAULO,2021,823503.0
CIA MELHORAMENTOS DE SAO PAULO,2022,825896.0
CIA MELHORAMENTOS DE SAO PAULO,2023,838565.0
CIA MELHORAMENTOS DE SAO PAULO,2024,846585.0
CIA MELHORAMENTOS DE SAO PAULO,2025,811958.0
CIA MINEIRA DE AÇUCAR E ALCOOL PARTICIPAÇÕES,2021,263642.0
CIA MINEIRA DE AÇUCAR E ALCOOL PARTICIPAÇÕES,2022,446083.0
CIA MINEIRA DE AÇUCAR E ALCOOL PARTICIPAÇÕES,2023,595761.0
CIA PARANAENSE DE ENERGIA - COPEL,2021,22175235.0
CIA PARANAENSE DE ENERGIA - COPEL,2022,21131225.0
CIA PARANAENSE DE ENERGIA - COPEL,2023,24191667.0
CIA PARANAENSE DE ENERGIA - COPEL,2024,25636935.0
CIA PARANAENSE DE ENERGIA - COPEL,2025,23091978.0
CIA PARTICIPACOES ALIANCA DA BAHIA,2021,661783.0
CIA PARTICIPACOES ALIANCA DA BAHIA,2022,686684.0
CIA PARTICIPACOES ALIANCA DA BAHIA,2023,685984.0
CIA PARTICIPACOES ALIANCA DA BAHIA,2024,896214.0
CIA PARTICIPACOES ALIANCA DA BAHIA,2025,912423.0
CIA SANEAMENTO BASICO EST SAO PAULO,2023,29857376.0
CIA SANEAMENTO BASICO EST SAO PAULO,2024,36928054.0
CIA SANEAMENTO BASICO EST SAO PAULO,2025,42401124.0
CIA SANEAMENTO DE MINAS GERAIS-COPASA MG,2021,6759958.0
CIA SANEAMENTO DE MINAS GERAIS-COPASA MG,2022,7254514.0
CIA SANEAMENTO DE MINAS GERAIS-COPASA MG,2023,7573825.0
CIA SANEAMENTO DE MINAS GERAIS-COPASA MG,2024,8048229.0
CIA SANEAMENTO DE MINAS GERAIS-COPASA MG,2025,8578303.0
CIA SEGUROS ALIANCA DA BAHIA,2021,173654.0
CIA SEGUROS ALIANCA DA BAHIA,2022,189874.0
CIA SIDERURGICA NACIONAL,2021,23374389.0
CIA SIDERURGICA NACIONAL,2022,21816044.0
CIA SIDERURGICA NACIONAL,2023,19684838.0
CIA SIDERURGICA NACIONAL,2024,15459116.0
CIA SIDERURGICA NACIONAL,2025,15736350.0
CIA TECIDOS NORTE DE MINAS COTEMINAS,2021,1380965.0
CIA TECIDOS NORTE DE MINAS COTEMINAS,2022,724409.0
CIA TECIDOS NORTE DE MINAS COTEMINAS,2023,-543310.0
CIA TECIDOS NORTE DE MINAS COTEMINAS,2024,-891814.0
CIA TECIDOS SANTANENSE EM RECUPERAÇÃO JUDICIAL,2021,304984.0
CIA TECIDOS SANTANENSE EM RECUPERAÇÃO JUDICIAL,2022,311350.0
CIA TECIDOS SANTANENSE EM RECUPERAÇÃO JUDICIAL,2023,216765.0
CIA TECIDOS SANTANENSE EM RECUPERAÇÃO JUDICIAL,2024,99103.0
CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO,2021,13193603.0
CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO,2022,13816772.0
CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO,2023,14984852.0
CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO,2024,11969172.0
CIELO S.A. -  INSTITUIÇÃO DE PAGAMENTO,2025,13984130.0
CINESYSTEM S.A.,2021,-28997.0
CINESYSTEM S.A.,2022,-35963.0
CLARANET TECHNOLOGY S.A.,2021,94988.0
CLARANET TECHNOLOGY S.A.,2022,0.0
CLARO TELECOM PARTICIPAÇÕES S.A.,2021,13783239.0
CLARO TELECOM PARTICIPAÇÕES S.A.,2022,16468750.0
CLARO TELECOM PARTICIPAÇÕES S.A.,2023,18997830.0
CLARO TELECOM PARTICIPAÇÕES S.A.,2024,20107795.0
CLARO TELECOM PARTICIPAÇÕES S.A.,2025,24906178.0
CLEAR SALE S.A.,2021,777297.0
CLEAR SALE S.A.,2022,745253.0
CLEAR SALE S.A.,2023,720924.0
CLEAR SALE S.A.,2024,704683.0
CLI SUL S.A.,2022,2318952.0
CLI SUL S.A.,2023,723971.0
CLI SUL S.A.,2024,0.0
CLI SUL S.A.,2025,0.0
CM HOSPITALAR S.A,2021,2151017.0
CM HOSPITALAR S.A,2022,2280442.0
CM HOSPITALAR S.A,2023,3289360.0
CM HOSPITALAR S.A,2024,1926522.0
CM HOSPITALAR S.A,2025,1937089.0
COBRASMA S.A.,2021,-17630108.0
COBRASMA S.A.,2022,-20404295.0
COBRASMA S.A.,2023,-23131189.0
COBRASMA S.A.,2024,-27235984.0
COBRASMA S.A.,2025,-31650085.0
COGNA EDUCAÇÃO S.A.,2021,13770664.0
COGNA EDUCAÇÃO S.A.,2022,13241388.0
COGNA EDUCAÇÃO S.A.,2023,12706279.0
COGNA EDUCAÇÃO S.A.,2024,13545135.0
COGNA EDUCAÇÃO S.A.,2025,13454750.0
COMERC ENERGIA S.A.,2021,1184663.0
COMERC ENERGIA S.A.,2022,3440620.0
COMERC ENERGIA S.A.,2023,3532438.0
COMERC ENERGIA S.A.,2024,3779339.0
COMERC ENERGIA S.A.,2025,5064569.0
COMPANHIA BRASILEIRA DE ALUMÍNIO,2021,4715981.0
COMPANHIA BRASILEIRA DE ALUMÍNIO,2022,5323477.0
COMPANHIA BRASILEIRA DE ALUMÍNIO,2023,4704152.0
COMPANHIA BRASILEIRA DE ALUMÍNIO,2024,4011554.0
COMPANHIA BRASILEIRA DE ALUMÍNIO,2025,4514508.0
COMPANHIA BRASILEIRA DE EDUCAÇÃO E SISTEMA DE ENSINO S.A.,2025,2418950.0
COMPANHIA DE LOCAÇÃO DAS AMÉRICAS,2021,4925405.0
COMPANHIA DE LOCAÇÃO DAS AMÉRICAS,2022,5967003.0
COMPANHIA DE LOCAÇÃO DAS AMÉRICAS,2023,14894287.0
COMPANHIA DE LOCAÇÃO DAS AMÉRICAS,2024,17041633.0
COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB,2021,1058221.0
COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB,2022,1226957.0
COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB,2023,1269038.0
COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB,2024,1315080.0
COMPANHIA ENERGÉTICA DE BRASÍLIA - CEB,2025,1166103.0
COMPANHIA ESTADUAL DE GERAÇÃO DE ENERGIA ELÉTRICA - CEEE-G,2021,916451.0
COMPANHIA ESTADUAL DE GERAÇÃO DE ENERGIA ELÉTRICA - CEEE-G,2022,904911.0
COMPANHIA ESTADUAL DE GERAÇÃO DE ENERGIA ELÉTRICA - CEEE-G,2023,964273.0
COMPANHIA ESTADUAL DE GERAÇÃO DE ENERGIA ELÉTRICA - CEEE-G,2024,898092.0
COMPANHIA ESTADUAL DE GERAÇÃO DE ENERGIA ELÉTRICA - CEEE-G,2025,894990.0
COMPANHIA INDUSTRIAL CATAGUASES,2021,148323.0
COMPANHIA INDUSTRIAL CATAGUASES,2022,167743.0
COMPANHIA INDUSTRIAL CATAGUASES,2023,181624.0
COMPANHIA INDUSTRIAL CATAGUASES,2024,196200.0
COMPANHIA INDUSTRIAL CATAGUASES,2025,206113.0
COMPASS GÁS E ENERGIA S.A.,2021,6373113.0
COMPASS GÁS E ENERGIA S.A.,2022,8606784.0
COMPASS GÁS E ENERGIA S.A.,2023,8793620.0
COMPASS GÁS E ENERGIA S.A.,2024,6732382.0
COMPASS GÁS E ENERGIA S.A.,2025,7436502.0
CONCEBRA - CONCESSIONARIA DAS RODOVIAS CENTRAIS DO BRASIL,2021,236914.0
CONCESSIONÁRIA DA LINHA 4 DO METRÔ DE SÃO PAULO S.A.,2023,851105.0
CONCESSIONÁRIA DA LINHA 4 DO METRÔ DE SÃO PAULO S.A.,2024,604454.0
CONCESSIONÁRIA DA LINHA 4 DO METRÔ DE SÃO PAULO S.A.,2025,403520.0
CONSERVAS ODERICH S.A.,2021,358477.0
CONSERVAS ODERICH S.A.,2022,445155.0
CONSERVAS ODERICH S.A.,2023,507709.0
CONSERVAS ODERICH S.A.,2024,533417.0
CONSERVAS ODERICH S.A.,2025,588922.0
CONSORCIO ALFA DE ADMINISTRACAO S.A.,2021,1769905.0
CONSORCIO ALFA DE ADMINISTRACAO S.A.,2022,1820148.0
CONSORCIO ALFA DE ADMINISTRACAO S.A.,2023,1882208.0
CONSTRUTORA ADOLPHO LINDENBERG S.A.,2021,9161.0
CONSTRUTORA ADOLPHO LINDENBERG S.A.,2022,23651.0
CONSTRUTORA ADOLPHO LINDENBERG S.A.,2023,31030.0
CONSTRUTORA ADOLPHO LINDENBERG S.A.,2024,37096.0
CONSTRUTORA ADOLPHO LINDENBERG S.A.,2025,283518.0
CONSTRUTORA METROCASA S.A.,2022,181717.0
CONSTRUTORA METROCASA S.A.,2023,140864.0
CONSTRUTORA METROCASA S.A.,2024,149784.0
CONSTRUTORA METROCASA S.A.,2025,211535.0
CONSTRUTORA SULTEPA S.A. - EM RECUPERAÇÃO JUDICIAL,2021,312074.0
CONSTRUTORA SULTEPA S.A. - EM RECUPERAÇÃO JUDICIAL,2022,385799.0
CONSTRUTORA SULTEPA S.A. - EM RECUPERAÇÃO JUDICIAL,2023,454289.0
CONSTRUTORA SULTEPA S.A. - EM RECUPERAÇÃO JUDICIAL,2024,551087.0
CONSTRUTORA SULTEPA S.A. - EM RECUPERAÇÃO JUDICIAL,2025,642358.0
CONSTRUTORA TENDA S.A.,2021,1212628.0
CONSTRUTORA TENDA S.A.,2022,717612.0
CONSTRUTORA TENDA S.A.,2023,1541184.0
CONSTRUTORA TENDA S.A.,2024,956355.0
CONSTRUTORA TENDA S.A.,2025,1204864.0
CONTAX PARTICIPAÇÕES S.A. - EM RECUPERAÇÃO JUDICIAL,2021,154553.0
CONTAX PARTICIPAÇÕES S.A. - EM RECUPERAÇÃO JUDICIAL,2022,-299926.0
CONTAX PARTICIPAÇÕES S.A. - EM RECUPERAÇÃO JUDICIAL,2023,290027.0
CONTAX PARTICIPAÇÕES S.A. - EM RECUPERAÇÃO JUDICIAL,2024,149270.0
CONTAX PARTICIPAÇÕES S.A. - EM RECUPERAÇÃO JUDICIAL,2025,114904.0
COPEL GERAÇÃO E TRANSMISSÃO S.A.,2021,12873586.0
COPEL GERAÇÃO E TRANSMISSÃO S.A.,2022,12896797.0
COPEL GERAÇÃO E TRANSMISSÃO S.A.,2023,12874366.0
COPEL GERAÇÃO E TRANSMISSÃO S.A.,2024,14239413.0
COPEL GERAÇÃO E TRANSMISSÃO S.A.,2025,15104658.0
CORPÓREOS - SERVIÇOS TERAPÊUTICOS S.A.,2024,1007792.0
CORPÓREOS - SERVIÇOS TERAPÊUTICOS S.A.,2025,693879.0
CORREA RIBEIRO S.A. COMERCIO E INDUSTRIA,2021,-777.0
CORREA RIBEIRO S.A. COMERCIO E INDUSTRIA,2022,6909.0
CORREDOR LOGÍSTICA E INFRAESTRUTURA S.A.,2022,2140274.0
CORREDOR LOGÍSTICA E INFRAESTRUTURA S.A.,2023,557860.0
CORREDOR LOGÍSTICA E INFRAESTRUTURA S.A.,2024,555874.0
CORREDOR LOGÍSTICA E INFRAESTRUTURA S.A.,2025,376119.0
COSAN S.A.,2021,28870022.0
COSAN S.A.,2022,48169399.0
COSAN S.A.,2023,50981180.0
COSAN S.A.,2024,39398362.0
COSAN S.A.,2025,31009632.0
CPFL ENERGIA S.A.,2021,16805878.0
CPFL ENERGIA S.A.,2022,17539944.0
CPFL ENERGIA S.A.,2023,19998753.0
CPFL ENERGIA S.A.,2024,21795029.0
CPFL ENERGIA S.A.,2025,23504509.0
CPFL ENERGIAS RENOVÁVEIS S.A.,2021,5837969.0
CPFL ENERGIAS RENOVÁVEIS S.A.,2022,5866016.0
CPFL ENERGIAS RENOVÁVEIS S.A.,2023,4887754.0
CPFL ENERGIAS RENOVÁVEIS S.A.,2024,5039832.0
CPFL ENERGIAS RENOVÁVEIS S.A.,2025,4688864.0
CPFL GERACAO DE ENERGIA S.A.,2021,7246124.0
CPFL GERACAO DE ENERGIA S.A.,2022,8076821.0
CPFL GERACAO DE ENERGIA S.A.,2023,7647013.0
CPFL GERACAO DE ENERGIA S.A.,2024,7017556.0
CPFL TRANSMISSÃO S.A.,2021,2029122.0
CPFL TRANSMISSÃO S.A.,2022,1769797.0
CPFL TRANSMISSÃO S.A.,2023,1345862.0
CPFL TRANSMISSÃO S.A.,2024,2832020.0
CPFL TRANSMISSÃO S.A.,2025,3503785.0
CPX DISTRIBUIDORA S.A.,2024,2037966.0
CPX DISTRIBUIDORA S.A.,2025,788038.0
CREDGRID SERVIÇOS FINANCEIROS S.A.,2021,1654048.0
CREDGRID SERVIÇOS FINANCEIROS S.A.,2022,1723661.0
CRUZEIRO DO SUL EDUCACIONAL S.A.,2021,1453788.0
CRUZEIRO DO SUL EDUCACIONAL S.A.,2022,1405394.0
CRUZEIRO DO SUL EDUCACIONAL S.A.,2023,1386483.0
CRUZEIRO DO SUL EDUCACIONAL S.A.,2024,1470789.0
CRUZEIRO DO SUL EDUCACIONAL S.A.,2025,1590655.0
CS BRASIL PARTICIPAÇÕES E LOCAÇÕES S.A.,2021,1775316.0
CSN MINERAÇÃO S.A.,2021,13998289.0
CSN MINERAÇÃO S.A.,2022,11393427.0
CSN MINERAÇÃO S.A.,2023,10698697.0
CSN MINERAÇÃO S.A.,2024,10269114.0
CSN MINERAÇÃO S.A.,2025,6680808.0
CSU DIGITAL S.A.,2023,429356.0
CSU DIGITAL S.A.,2024,477140.0
CSU DIGITAL S.A.,2025,465112.0
CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.,2021,689001.0
CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.,2022,791123.0
CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.,2023,862600.0
CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.,2024,979631.0
CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.,2025,1126169.0
CURY CONSTRUTORA E INCORPORADORA S.A.,2021,738328.0
CURY CONSTRUTORA E INCORPORADORA S.A.,2022,877748.0
CURY CONSTRUTORA E INCORPORADORA S.A.,2023,996980.0
CURY CONSTRUTORA E INCORPORADORA S.A.,2024,1309539.0
CURY CONSTRUTORA E INCORPORADORA S.A.,2025,1662054.0
CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.,2021,375292.0
CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.,2022,316480.0
CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.,2023,607959.0
CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.,2024,531632.0
CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.,2025,478791.0
CVLB BRASIL S.A,2021,160434.0
CVLB BRASIL S.A EM RECUPERAÇÃO JUDICAL,2022,116570.0
CVLB BRASIL S.A EM RECUPERAÇÃO JUDICAL,2023,439963.0
CVLB BRASIL S.A EM RECUPERAÇÃO JUDICAL,2024,340358.0
CVLB BRASIL S.A EM RECUPERAÇÃO JUDICAL,2025,-335092.0
CYRELA BRAZIL REALTY S.A.EMPREEND E PART,2021,6801924.0
CYRELA BRAZIL REALTY S.A.EMPREEND E PART,2022,7699331.0
CYRELA BRAZIL REALTY S.A.EMPREEND E PART,2023,8499826.0
CYRELA BRAZIL REALTY S.A.EMPREEND E PART,2024,9949274.0
CYRELA BRAZIL REALTY S.A.EMPREEND E PART,2025,11466784.0
D1000 VAREJO FARMA PARTICIPAÇÕES S.A.,2021,838138.0
D1000 VAREJO FARMA PARTICIPAÇÕES S.A.,2022,849493.0
D1000 VAREJO FARMA PARTICIPAÇÕES S.A.,2023,870855.0
D1000 VAREJO FARMA PARTICIPAÇÕES S.A.,2024,896712.0
D1000 VAREJO FARMA PARTICIPAÇÕES S.A.,2025,919277.0
DATORA PARTICIPAÇÕES E SERVIÇOS S.A.,2021,57326.0
DATORA PARTICIPAÇÕES E SERVIÇOS S.A.,2022,71672.0
DATORA PARTICIPAÇÕES E SERVIÇOS S.A.,2023,75007.0
DESCARBONIZE SOLUÇÕES S.A.,2023,296127.0
DESKTOP S.A.,2021,891284.0
DESKTOP S.A.,2022,951869.0
DESKTOP S.A.,2023,1294134.0
DESKTOP S.A.,2024,1369086.0
DESKTOP S.A.,2025,1438031.0
DEXCO S.A.,2021,5734911.0
DEXCO S.A.,2022,5961564.0
DEXCO S.A.,2023,6522078.0
DEXCO S.A.,2024,7195095.0
DEXCO S.A.,2025,7208041.0
DEXXOS PARTICIPAÇÕES S.A.,2021,529733.0
DEXXOS PARTICIPAÇÕES S.A.,2022,688017.0
DEXXOS PARTICIPAÇÕES S.A.,2023,858921.0
DEXXOS PARTICIPAÇÕES S.A.,2024,951170.0
DEXXOS PARTICIPAÇÕES S.A.,2025,1001959.0
DIAGNOSTICOS DA AMERICA S.A.,2021,7548518.0
DIAGNOSTICOS DA AMERICA S.A.,2022,7089399.0
DIAGNOSTICOS DA AMERICA S.A.,2023,7333819.0
DIAGNOSTICOS DA AMERICA S.A.,2024,7935648.0
DIAGNOSTICOS DA AMERICA S.A.,2025,6893005.0
DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS,2021,1046195.0
DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS,2022,1108162.0
DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS,2023,1173416.0
DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS,2024,1234714.0
DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS,2025,1281851.0
DIRECIONAL ENGENHARIA S.A.,2021,1458780.0
DIRECIONAL ENGENHARIA S.A.,2022,1449695.0
DIRECIONAL ENGENHARIA S.A.,2023,2110586.0
DIRECIONAL ENGENHARIA S.A.,2024,2223751.0
DIRECIONAL ENGENHARIA S.A.,2025,2320151.0
DOMMO ENERGIA S.A.,2021,-547447.0
DOTZ S.A.,2021,-77777.0
DOTZ S.A.,2022,-169431.0
DOTZ S.A.,2023,-229934.0
DOTZ S.A.,2024,-246421.0
DOTZ S.A.,2025,-246890.0
ECONOMATICA S.A.,2022,1106006.0
ECONOMATICA S.A.,2023,283777.0
ECONOMATICA S.A.,2024,196857.0
ECONOMATICA S.A.,2025,132777.0
ECORODOVIAS CONCESSÕES E SERVIÇOS S.A.,2021,2783312.0
ECORODOVIAS CONCESSÕES E SERVIÇOS S.A.,2022,2832457.0
ECORODOVIAS CONCESSÕES E SERVIÇOS S.A.,2023,3455763.0
ECORODOVIAS CONCESSÕES E SERVIÇOS S.A.,2024,3878452.0
ECORODOVIAS CONCESSÕES E SERVIÇOS S.A.,2025,5357857.0
ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.,2021,2330038.0
ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.,2022,2518680.0
ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.,2023,2986260.0
ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.,2024,3690546.0
ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.,2025,4374396.0
EDP - ENERGIAS DO BRASIL S.A.,2021,12294012.0
EDP - ENERGIAS DO BRASIL S.A.,2022,11895759.0
EDP - ENERGIAS DO BRASIL S.A.,2023,12064034.0
EDP - ENERGIAS DO BRASIL S.A.,2024,12670243.0
EDP - ENERGIAS DO BRASIL S.A.,2025,12083226.0
ELDORADO BRASIL CELULOSE S.A.,2021,4594967.0
ELDORADO BRASIL CELULOSE S.A.,2022,8024738.0
ELDORADO BRASIL CELULOSE S.A.,2023,10289129.0
ELDORADO BRASIL CELULOSE S.A.,2024,10820526.0
ELDORADO BRASIL CELULOSE S.A.,2025,7647692.0
ELEA DIGITAL INFRAESTRUTURA E REDES DE TELECOMUNICAÇÕES S.A.,2025,87817.0
ELECTRO ACO ALTONA S.A.,2021,187717.0
ELECTRO ACO ALTONA S.A.,2022,215087.0
ELECTRO ACO ALTONA S.A.,2023,243576.0
ELECTRO ACO ALTONA S.A.,2024,295589.0
ELECTRO ACO ALTONA S.A.,2025,355837.0
ELETROMIDIA S.A.,2021,767511.0
ELETROMIDIA S.A.,2022,953986.0
ELETROMIDIA S.A.,2023,1045815.0
ELETROMIDIA S.A.,2024,1164428.0
ELETRORIVER S.A.,2021,900447.0
ELETRORIVER S.A.,2022,1032585.0
ELETRORIVER S.A.,2023,996926.0
ELETRORIVER S.A.,2024,981411.0
ELETRORIVER S.A.,2025,306840.0
ELFA MEDICAMENTOS S.A.,2021,2034293.0
ELFA MEDICAMENTOS S.A.,2022,2408495.0
ELFA MEDICAMENTOS S.A.,2023,3001537.0
ELFA MEDICAMENTOS S.A.,2024,3147112.0
ELFA MEDICAMENTOS S.A.,2025,2529500.0
EMAE - EMPRESA METROP. DE AGUAS E ENERGIA S.A.,2022,1124182.0
EMAE - EMPRESA METROP. DE AGUAS E ENERGIA S.A.,2023,1088489.0
EMAE - EMPRESA METROP. DE AGUAS E ENERGIA S.A.,2024,1184722.0
EMAE - EMPRESA METROP. DE AGUAS E ENERGIA S.A.,2025,594822.0
EMAE - EMPRESA METROP.AGUAS ENERGIA S.A.,2021,737734.0
EMBPAR PARTICIPAÇÕES S/A,2021,90069.0
EMBPAR PARTICIPAÇÕES S/A,2022,114866.0
EMBPAR PARTICIPAÇÕES S/A,2023,80079.0
EMBPAR PARTICIPAÇÕES S/A,2024,55289.0
EMBPAR PARTICIPAÇÕES S/A,2025,39424.0
EMBRAER S.A.,2021,15484552.0
EMBRAER S.A.,2022,14736781.0
EMBRAER S.A.,2023,14714230.0
EMBRAER S.A.,2024,20710908.0
EMBRAER S.A.,2025,20974950.0
EMCCAMP RESIDENCIAL S.A.,2021,443205.0
EMCCAMP RESIDENCIAL S.A.,2022,495749.0
EMCCAMP RESIDENCIAL S.A.,2023,429817.0
EMCCAMP RESIDENCIAL S.A.,2024,483396.0
EMCCAMP RESIDENCIAL S.A.,2025,514590.0
EMPREENDIMENTOS PAGUE MENOS S.A.,2022,2342993.0
EMPREENDIMENTOS PAGUE MENOS S.A.,2023,2660506.0
EMPREENDIMENTOS PAGUE MENOS S.A.,2024,2722409.0
EMPREENDIMENTOS PAGUE MENOS S.A.,2025,3093388.0
EMPRESA NAC COM REDITO PART S.A.ENCORPAR,2021,141476.0
ENAUTA PARTICIPAÇÕES S.A.,2021,4165912.0
ENAUTA PARTICIPAÇÕES S.A.,2022,4109821.0
ENAUTA PARTICIPAÇÕES S.A.,2023,3877452.0
ENERGISA S.A.,2021,9085560.0
ENERGISA S.A.,2022,12483752.0
ENERGISA S.A.,2023,15715696.0
ENERGISA S.A.,2024,22143222.0
ENERGISA S.A.,2025,21184544.0
ENERGISA TRANSMISSÃO DE ENERGIA S/A,2021,687215.0
ENERGISA TRANSMISSÃO DE ENERGIA S/A,2022,1566375.0
ENERGISA TRANSMISSÃO DE ENERGIA S/A,2023,2881293.0
